Class Index,Title,text
3,"Less Turbulence Ahead for Airbus, Boeing","EU Trade Commissioner Peter Mandelson and his US counterpart, Robert Zoellick, aim for a truce in the latest transatlantic row over government aid for aviation rivals Boeing and Airbus."
2,Moya Upset in First Round of China Open (AP),"AP - Top-seeded Carlos Moya was upset by French qualifier Jo-Wilfried Tsonga 6-3, 6-3, in the first round of the China Open on Wednesday."
2,Dolphins owner Huizenga stayed with likeable Wannstedt a little &lt;b&gt;...&lt;/b&gt;,This bit of coaching euthanasia -- Dave Wannstedt getting whacked (or whatever they called it) by the Dolphins -- had to happen. I #39;m  quot;stepping aside for the good of the team #39; #39; is what he told me just after noon today.
2,A different ball game,"Two interesting stories this week. One - Manchester United #39;s signing of Wayne Rooney - exciting if rather predictable; another - Southampton #39;s apparent intent to hire England rugby union coach Sir Clive Woodward - surprising and, to many, baffling."
3,Reports: China Will See More Shortages,"Shortages of coal and electricity are expected to fail to keep up with demand this winter, state media reported Monday. The National Power Regulatory Commission reported high demand for virtually every region "
3,Fannie Mae agrees to accounting changes,"Fannie Mae, facing questions about its accounting similar to those that shook up Freddie Mac last year, has agreed to changes that will bring it in compliance with accounting standards."
2,"Caminiti, 41, dies of heart attack","SAN DIEGO - Ken Caminiti was never short of fearless on a baseball field. He made incredible stops at third base, swatted home runs from both sides of the plate and played through pain that would wither most men."
1,Gurkhas win citizenship fight,The Gurkhas who have served in the British Army have won an historic fight to be allowed to apply for British citizenship. The decision comes after a lengthy fight by the Nepalese soldiers for the right to 
1,Harry Flies Home after  #39;Kidnap Plot #39; Claims,Prince Harry flew back to the UK from Argentina today amid reports of a plot to kidnap him. Local media said that gunshots had been heard at a polo ranch where he was working.
4,Supreme Court Hears Wine Sales Case,"Winemakers who want to ship directly to consumers across state lines got a sympathetic hearing at the Supreme Court today, as the justices heard oral arguments in a case that could have a dramatic effect on Internet commerce and states' power to regulate the alcohol trade."
3,"Dollar Near Recent Lows, Awaits ZEW/CPI", LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.
2,Hard-running Dillon #39;s difference in making champs even tougher,It wasn #39;t just to resuscitate one of the league #39;s worst rushing games. It was to make Dillon and that dreadful rushing attack allies when the weather and/or the opponent demanded it -- which they did Sunday 
2,Brett Favre Shines as Green Bay Mauls St. Louis, NEW YORK (Reuters) - Brett Favre celebrated his 200th  consecutive start by throwing three touchdown passes as the  Green Bay Packers destroyed the St. Louis Rams 45-17 at Lambeau  Field Monday.
1,Blair Flies to Stand by Bush in Post-Arafat Plans (Reuters),"Reuters - As George W. Bush formulates his plans\for a Middle East without Yasser Arafat, British Prime Minister\Tony Blair will be standing where he says he belongs: right by\the U.S. president's side."
2,Bonds Takes Stock,"The distraction of another milestone is gone, and Bonds is preparing himself to play every game for the rest of the season."
3,Flu Shot Shortage Highlights U.S. Crisis," WASHINGTON (Reuters) - Concerned health officials began  investigating on Friday what went wrong at a British vaccine  plant where half the U.S. flu shots were made, and called on  more companies to get into the vaccine business."
3,Manpower forecasts positive 4Q hiring pattern,Fourth quarter hiring in the Buffalo Niagara Falls market is expected to be on the rise according to the latest Manpower Employment Outlook Survey.
1,Bambang unveils plans for his first 100 days,"JAKARTA - Mr Susilo Bambang Yudhoyono, who is almost certain to emerge the winner of the country #39;s first direct presidential polls, has begun to unveil plans for his first 100 days in power."
3,Alaska #39;s summer tourism pegged at 1.4 million visitors,"The number of summer visitors to Alaska rose from the year before, prompting the president of the Alaska Travel Industry Association to say tourism appeared to be back on track since leveling off after the 2001 terrorist attacks."
2,Victory so sweet after Athens collapse,BRITAIN #39;S world record holder Paula Radcliffe ran away with the closest women #39;s winning margin in the history of the New York City marathon yesterday.
3,WTO Sanctions on US Exports Widens Gap in Congress,"Angry over unfair subsidies paid to US companies from tariffs collected on goods imported here, the WTO has widened the gap with Congress by imposing sanctions of their own."
3,Keeping Mad Cow Out of Cosmetics,"Since mad cow disease turned up in the United States late last year, traced to a cow imported from Canada, federal regulators have issued rules to prevent the spread of the fatal disease, focusing on limiting beef imports, testing and other measures to protect the domestic herd."
3,Bush Pledges Strong-Dollar Policy,"President Bush meets with Italian Prime Minister Silvio Berlusconi in the Oval Office of the White House, Wednesday, Dec. 15, 2004, in Washington."
1,Sharon faces Netanyahu challenge,"Israeli Prime Minister Ariel Sharon has received a surprise challenge to his plan to expedite a pullout from Gaza after Benjamin Netanyahu, his main rival in the Likud party, called for a referendum on the issue."
1,'Sherlock' Is Bicycling Across Australia,"PERTH, Australia - A former British soccer player raising money for a leukemia charity set off Wednesday on a coast-to-coast ride across Australia on a Victorian-era bicycle that is older than the country.    Leukemia survivor Lloyd Scott dressed up as fictional British supersleuth Sherlock Holmes, complete with tweed coat, deerstalker hat and a fake mustache for the 2,700-mile trip from Perth to Sydney..."
2,"** For the latest news, please refresh this page regularly **",What #39;s up? I see the whole world has their eyes on the Oscar vs. Bernard fight. My thought is Oscar is coming off with an upset.
2,"Redskins Trail, 14-10","The Ravens have pulled in front of the Redskins, 14-10, when B.J. Sams returns a punt 78 yards for a touchdown."
3,"TSA Deal Overpaid Boeing, Report Says","Boeing Co. received at least \$49 million in excessive profits on a \$1.2 billion contract to supply explosives-detection systems to hundreds of the nation #39;s airports, the Department of Homeland "
2,O's Still Fishing,"With big fish like Richie Sexson still looking for work and prizes like Tim Hudson being dangled in the market, the Orioles remain hopeful that they can bag a big catch."
1,"ASEAN to push Australia, New Zealand to sign non-aggression pact (AFP)",AFP - Southeast Asian foreign ministers said they would encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South Korea signed.
4,"Microsoft, Cisco partner on network-access security",Microsoft and Cisco Systems will collaborate to make their emerging products for network security compatible. The vendors had been working independently in the area of PC access to networks but say customers 
4,Bounties For Spammers Win  Limited FTC Backing,"The FTC gave limited endorsement to the notion of cash rewards for people who help track down e-mail spammers, but suggested that the measure might work in fewer circumstances than had been pushed by some anti-spam activists. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
3,ADV: Try Currency Trading Risk-Free 30 Days,"24-hour commission-free trading, 100-to-1 leverage of your capital, and Dealbook Fx 2 - our free advanced trading software. Sign up for our free 30-day trial and receive one-on-one training."
2,Myskina caps magnificent year for Russia,Anastasia Myskina capped a magnificent year for Russian tennis by leading her country to their first Fed Cup title with a dramatic win over holders France.
